descriptor	name	description	type
ElectrotopologicalStateAtomType	SssGeH2	Sum of atom-type E-State: -GeH2-	2D
ElectrotopologicalStateAtomType	SsssGeH	Sum of atom-type E-State: >GeH-	2D
ElectrotopologicalStateAtomType	SssssGe	Sum of atom-type E-State: >Ge<	2D
ElectrotopologicalStateAtomType	SsAsH2	Sum of atom-type E-State: -AsH2	2D
ElectrotopologicalStateAtomType	SssAsH	Sum of atom-type E-State: -AsH-	2D
ElectrotopologicalStateAtomType	SsssAs	Sum of atom-type E-State: >As-	2D
ElectrotopologicalStateAtomType	SdsssAs	Sum of atom-type E-State: ->As=	2D
ElectrotopologicalStateAtomType	SddsAs	Sum of atom-type E-State: -=As=	2D
ElectrotopologicalStateAtomType	SsssssAs	Sum of atom-type E-State: ->As<	2D
ElectrotopologicalStateAtomType	SsSeH	Sum of atom-type E-State: -SeH	2D
ElectrotopologicalStateAtomType	SdSe	Sum of atom-type E-State: =Se	2D
ElectrotopologicalStateAtomType	SssSe	Sum of atom-type E-State: -Se-	2D
ElectrotopologicalStateAtomType	SaaSe	Sum of atom-type E-State: aSea	2D
ElectrotopologicalStateAtomType	SdssSe	Sum of atom-type E-State: >Se=	2D
ElectrotopologicalStateAtomType	SssssssSe	Sum of atom-type E-State: >Se<<	2D
ElectrotopologicalStateAtomType	SddssSe	Sum of atom-type E-State: -=Se=-	2D
ElectrotopologicalStateAtomType	SsBr	Sum of atom-type E-State: -Br	2D
ElectrotopologicalStateAtomType	SsSnH3	Sum of atom-type E-State: -SnH3	2D
ElectrotopologicalStateAtomType	SssSnH2	Sum of atom-type E-State: -SnH2-	2D
ElectrotopologicalStateAtomType	SsssSnH	Sum of atom-type E-State: >SnH-	2D
ElectrotopologicalStateAtomType	SssssSn	Sum of atom-type E-State: >Sn<	2D
ElectrotopologicalStateAtomType	SsI	Sum of atom-type E-State: -I	2D
ElectrotopologicalStateAtomType	SsPbH3	Sum of atom-type E-State: -PbH3	2D
ElectrotopologicalStateAtomType	SssPbH2	Sum of atom-type E-State: -PbH2-	2D
ElectrotopologicalStateAtomType	SsssPbH	Sum of atom-type E-State: >PbH-	2D
ElectrotopologicalStateAtomType	SssssPb	Sum of atom-type E-State: >Pb<	2D
ElectrotopologicalStateAtomType	minHBd	Minimum E-States for (strong) Hydrogen Bond donors	2D
ElectrotopologicalStateAtomType	minwHBd	Minimum E-States for weak Hydrogen Bond donors	2D
ElectrotopologicalStateAtomType	minHBa	Minimum E-States for (strong) Hydrogen Bond acceptors	2D
ElectrotopologicalStateAtomType	minwHBa	Minimum E-States for weak Hydrogen Bond acceptors	2D
ElectrotopologicalStateAtomType	minHBint2	Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 2	2D
ElectrotopologicalStateAtomType	minHBint3	Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 3	2D
ElectrotopologicalStateAtomType	minHBint4	Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 4	2D
ElectrotopologicalStateAtomType	minHBint5	Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 5	2D
ElectrotopologicalStateAtomType	minHBint6	Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 6	2D
ElectrotopologicalStateAtomType	minHBint7	Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 7	2D
ElectrotopologicalStateAtomType	minHBint8	Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 8	2D
ElectrotopologicalStateAtomType	minHBint9	Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 9	2D
ElectrotopologicalStateAtomType	minHBint10	Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 10	2D
ElectrotopologicalStateAtomType	minHsOH	Minimum atom-type H E-State: -OH	2D
ElectrotopologicalStateAtomType	minHdNH	Minimum atom-type H E-State: =NH	2D
ElectrotopologicalStateAtomType	minHsSH	Minimum atom-type H E-State: -SH	2D
ElectrotopologicalStateAtomType	minHsNH2	Minimum atom-type H E-State: -NH2	2D
ElectrotopologicalStateAtomType	minHssNH	Minimum atom-type H E-State: -NH-	2D
ElectrotopologicalStateAtomType	minHaaNH	Minimum atom-type H E-State: :NH:	2D
ElectrotopologicalStateAtomType	minHsNH3p	Minimum atom-type H E-State: -NH3+	2D
ElectrotopologicalStateAtomType	minHssNH2p	Minimum atom-type H E-State: -NH2-+	2D
ElectrotopologicalStateAtomType	minHsssNHp	Minimum atom-type H E-State: >NH-+	2D
ElectrotopologicalStateAtomType	minHtCH	Minimum atom-type H E-State: #CH	2D
ElectrotopologicalStateAtomType	minHdCH2	Minimum atom-type H E-State: =CH2	2D
ElectrotopologicalStateAtomType	minHdsCH	Minimum atom-type H E-State: =CH-	2D
ElectrotopologicalStateAtomType	minHaaCH	Minimum atom-type H E-State: :CH:	2D
ElectrotopologicalStateAtomType	minHCHnX	Minimum atom-type H E-State: CHnX	2D
ElectrotopologicalStateAtomType	minHCsats	Minimum atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb	2D
ElectrotopologicalStateAtomType	minHCsatu	Minimum atom-type H E-State: H on C sp3 bonded to unsaturated C	2D
ElectrotopologicalStateAtomType	minHAvin	Minimum atom-type H E-State: H on C vinyl bonded to C aromatic	2D
ElectrotopologicalStateAtomType	minHother	Minimum atom-type H E-State: H on aaCH, dCH2 or dsCH	2D
ElectrotopologicalStateAtomType	minHmisc	Minimum atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb	2D
ElectrotopologicalStateAtomType	minsLi	Minimum atom-type E-State: -Li	2D
ElectrotopologicalStateAtomType	minssBe	Minimum atom-type E-State: -Be-	2D
ElectrotopologicalStateAtomType	minssssBem	Minimum atom-type E-State: >Be<-2	2D
ElectrotopologicalStateAtomType	minsBH2	Minimum atom-type E-State: -BH2	2D
ElectrotopologicalStateAtomType	minssBH	Minimum atom-type E-State: -BH-	2D
ElectrotopologicalStateAtomType	minsssB	Minimum atom-type E-State: -B<	2D
ElectrotopologicalStateAtomType	minssssBm	Minimum atom-type E-State: >B<-	2D
ElectrotopologicalStateAtomType	minsCH3	Minimum atom-type E-State: -CH3	2D
ElectrotopologicalStateAtomType	mindCH2	Minimum atom-type E-State: =CH2	2D
ElectrotopologicalStateAtomType	minssCH2	Minimum atom-type E-State: -CH2-	2D
ElectrotopologicalStateAtomType	mintCH	Minimum atom-type E-State: #CH	2D
ElectrotopologicalStateAtomType	mindsCH	Minimum atom-type E-State: =CH-	2D
ElectrotopologicalStateAtomType	minaaCH	Minimum atom-type E-State: :CH:	2D
ElectrotopologicalStateAtomType	minsssCH	Minimum atom-type E-State: >CH-	2D
ElectrotopologicalStateAtomType	minddC	Minimum atom-type E-State: =C=	2D
ElectrotopologicalStateAtomType	mintsC	Minimum atom-type E-State: #C-	2D
ElectrotopologicalStateAtomType	mindssC	Minimum atom-type E-State: =C<	2D
ElectrotopologicalStateAtomType	minaasC	Minimum atom-type E-State: :C:-	2D
ElectrotopologicalStateAtomType	minaaaC	Minimum atom-type E-State: ::C:	2D
ElectrotopologicalStateAtomType	minssssC	Minimum atom-type E-State: >C<	2D
ElectrotopologicalStateAtomType	minsNH3p	Minimum atom-type E-State: -NH3+	2D
ElectrotopologicalStateAtomType	minsNH2	Minimum atom-type E-State: -NH2	2D
ElectrotopologicalStateAtomType	minssNH2p	Minimum atom-type E-State: -NH2-+	2D
ElectrotopologicalStateAtomType	mindNH	Minimum atom-type E-State: =NH	2D
ElectrotopologicalStateAtomType	minssNH	Minimum atom-type E-State: -NH-	2D
ElectrotopologicalStateAtomType	minaaNH	Minimum atom-type E-State: :NH:	2D
ElectrotopologicalStateAtomType	mintN	Minimum atom-type E-State: #N	2D
ElectrotopologicalStateAtomType	minsssNHp	Minimum atom-type E-State: >NH-+	2D
ElectrotopologicalStateAtomType	mindsN	Minimum atom-type E-State: =N-	2D
ElectrotopologicalStateAtomType	minaaN	Minimum atom-type E-State: :N:	2D
ElectrotopologicalStateAtomType	minsssN	Minimum atom-type E-State: >N-	2D
ElectrotopologicalStateAtomType	minddsN	Minimum atom-type E-State: -N<<	2D
ElectrotopologicalStateAtomType	minaasN	Minimum atom-type E-State: :N:-	2D
ElectrotopologicalStateAtomType	minssssNp	Minimum atom-type E-State: >N<+	2D
ElectrotopologicalStateAtomType	minsOH	Minimum atom-type E-State: -OH	2D
ElectrotopologicalStateAtomType	mindO	Minimum atom-type E-State: =O	2D
ElectrotopologicalStateAtomType	minssO	Minimum atom-type E-State: -O-	2D
ElectrotopologicalStateAtomType	minaaO	Minimum atom-type E-State: :O:	2D
ElectrotopologicalStateAtomType	minaOm	Minimum atom-type E-State: :O-0.5	2D
ElectrotopologicalStateAtomType	minsOm	Minimum atom-type E-State: -O-	2D
ElectrotopologicalStateAtomType	minsF	Minimum atom-type E-State: -F	2D
ElectrotopologicalStateAtomType	minsSiH3	Minimum atom-type E-State: -SiH3	2D
ElectrotopologicalStateAtomType	minssSiH2	Minimum atom-type E-State: -SiH2-	2D
ElectrotopologicalStateAtomType	minsssSiH	Minimum atom-type E-State: >SiH-	2D
ElectrotopologicalStateAtomType	minssssSi	Minimum atom-type E-State: >Si<	2D
ElectrotopologicalStateAtomType	minsPH2	Minimum atom-type E-State: -PH2	2D
ElectrotopologicalStateAtomType	minssPH	Minimum atom-type E-State: -PH-	2D
ElectrotopologicalStateAtomType	minsssP	Minimum atom-type E-State: >P-	2D
ElectrotopologicalStateAtomType	mindsssP	Minimum atom-type E-State: ->P=	2D
ElectrotopologicalStateAtomType	minddsP	Minimum atom-type E-State: -=P=	2D
ElectrotopologicalStateAtomType	minsssssP	Minimum atom-type E-State: ->P<	2D
ElectrotopologicalStateAtomType	minsSH	Minimum atom-type E-State: -SH	2D
ElectrotopologicalStateAtomType	mindS	Minimum atom-type E-State: =S	2D
ElectrotopologicalStateAtomType	minssS	Minimum atom-type E-State: -S-	2D
ElectrotopologicalStateAtomType	minaaS	Minimum atom-type E-State: aSa	2D
ElectrotopologicalStateAtomType	mindssS	Minimum atom-type E-State: >S=	2D
ElectrotopologicalStateAtomType	minddssS	Minimum atom-type E-State: >S==	2D
ElectrotopologicalStateAtomType	minssssssS	Minimum atom-type E-State: >S<<	2D
ElectrotopologicalStateAtomType	minSm	Minimum atom-type E-State: -S-	2D
ElectrotopologicalStateAtomType	minsCl	Minimum atom-type E-State: -Cl	2D
ElectrotopologicalStateAtomType	minsGeH3	Minimum atom-type E-State: -GeH3	2D
ElectrotopologicalStateAtomType	minssGeH2	Minimum atom-type E-State: -GeH2-	2D
ElectrotopologicalStateAtomType	minsssGeH	Minimum atom-type E-State: >GeH-	2D
ElectrotopologicalStateAtomType	minssssGe	Minimum atom-type E-State: >Ge<	2D
ElectrotopologicalStateAtomType	minsAsH2	Minimum atom-type E-State: -AsH2	2D
ElectrotopologicalStateAtomType	minssAsH	Minimum atom-type E-State: -AsH-	2D
ElectrotopologicalStateAtomType	minsssAs	Minimum atom-type E-State: >As-	2D
ElectrotopologicalStateAtomType	mindsssAs	Minimum atom-type E-State: ->As=	2D
ElectrotopologicalStateAtomType	minddsAs	Minimum atom-type E-State: -=As=	2D
ElectrotopologicalStateAtomType	minsssssAs	Minimum atom-type E-State: ->As<	2D
ElectrotopologicalStateAtomType	minsSeH	Minimum atom-type E-State: -SeH	2D
ElectrotopologicalStateAtomType	mindSe	Minimum atom-type E-State: =Se	2D
ElectrotopologicalStateAtomType	minssSe	Minimum atom-type E-State: -Se-	2D
ElectrotopologicalStateAtomType	minaaSe	Minimum atom-type E-State: aSea	2D
ElectrotopologicalStateAtomType	mindssSe	Minimum atom-type E-State: >Se=	2D
ElectrotopologicalStateAtomType	minssssssSe	Minimum atom-type E-State: >Se<<	2D
ElectrotopologicalStateAtomType	minddssSe	Minimum atom-type E-State: -=Se=-	2D
ElectrotopologicalStateAtomType	minsBr	Minimum atom-type E-State: -Br	2D
ElectrotopologicalStateAtomType	minsSnH3	Minimum atom-type E-State: -SnH3	2D
ElectrotopologicalStateAtomType	minssSnH2	Minimum atom-type E-State: -SnH2-	2D
ElectrotopologicalStateAtomType	minsssSnH	Minimum atom-type E-State: >SnH-	2D
ElectrotopologicalStateAtomType	minssssSn	Minimum atom-type E-State: >Sn<	2D
ElectrotopologicalStateAtomType	minsI	Minimum atom-type E-State: -I	2D
ElectrotopologicalStateAtomType	minsPbH3	Minimum atom-type E-State: -PbH3	2D
ElectrotopologicalStateAtomType	minssPbH2	Minimum atom-type E-State: -PbH2-	2D
ElectrotopologicalStateAtomType	minsssPbH	Minimum atom-type E-State: >PbH-	2D
ElectrotopologicalStateAtomType	minssssPb	Minimum atom-type E-State: >Pb<	2D
ElectrotopologicalStateAtomType	maxHBd	Maximum E-States for (strong) Hydrogen Bond donors	2D
ElectrotopologicalStateAtomType	maxwHBd	Maximum E-States for weak Hydrogen Bond donors	2D
ElectrotopologicalStateAtomType	maxHBa	Maximum E-States for (strong) Hydrogen Bond acceptors	2D
ElectrotopologicalStateAtomType	maxwHBa	Maximum E-States for weak Hydrogen Bond acceptors	2D
ElectrotopologicalStateAtomType	maxHBint2	Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 2	2D
ElectrotopologicalStateAtomType	maxHBint3	Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 3	2D
ElectrotopologicalStateAtomType	maxHBint4	Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 4	2D
ElectrotopologicalStateAtomType	maxHBint5	Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 5	2D
ElectrotopologicalStateAtomType	maxHBint6	Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 6	2D
ElectrotopologicalStateAtomType	maxHBint7	Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 7	2D
ElectrotopologicalStateAtomType	maxHBint8	Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 8	2D
ElectrotopologicalStateAtomType	maxHBint9	Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 9	2D
ElectrotopologicalStateAtomType	maxHBint10	Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 10	2D
ElectrotopologicalStateAtomType	maxHsOH	Maximum atom-type H E-State: -OH	2D
ElectrotopologicalStateAtomType	maxHdNH	Maximum atom-type H E-State: =NH	2D
ElectrotopologicalStateAtomType	maxHsSH	Maximum atom-type H E-State: -SH	2D
ElectrotopologicalStateAtomType	maxHsNH2	Maximum atom-type H E-State: -NH2	2D
ElectrotopologicalStateAtomType	maxHssNH	Maximum atom-type H E-State: -NH-	2D
ElectrotopologicalStateAtomType	maxHaaNH	Maximum atom-type H E-State: :NH:	2D
ElectrotopologicalStateAtomType	maxHsNH3p	Maximum atom-type H E-State: -NH3+	2D
ElectrotopologicalStateAtomType	maxHssNH2p	Maximum atom-type H E-State: -NH2-+	2D
ElectrotopologicalStateAtomType	maxHsssNHp	Maximum atom-type H E-State: >NH-+	2D
ElectrotopologicalStateAtomType	maxHtCH	Maximum atom-type H E-State: #CH	2D
ElectrotopologicalStateAtomType	maxHdCH2	Maximum atom-type H E-State: =CH2	2D
ElectrotopologicalStateAtomType	maxHdsCH	Maximum atom-type H E-State: =CH-	2D
ElectrotopologicalStateAtomType	maxHaaCH	Maximum atom-type H E-State: :CH:	2D
ElectrotopologicalStateAtomType	maxHCHnX	Maximum atom-type H E-State: CHnX	2D
ElectrotopologicalStateAtomType	maxHCsats	Maximum atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb	2D
ElectrotopologicalStateAtomType	maxHCsatu	Maximum atom-type H E-State: H on C sp3 bonded to unsaturated C	2D
ElectrotopologicalStateAtomType	maxHAvin	Maximum atom-type H E-State: H on C vinyl bonded to C aromatic	2D
ElectrotopologicalStateAtomType	maxHother	Maximum atom-type H E-State: H on aaCH, dCH2 or dsCH	2D
ElectrotopologicalStateAtomType	maxHmisc	Maximum atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb	2D
ElectrotopologicalStateAtomType	maxsLi	Maximum atom-type E-State: -Li	2D
ElectrotopologicalStateAtomType	maxssBe	Maximum atom-type E-State: -Be-	2D
ElectrotopologicalStateAtomType	maxssssBem	Maximum atom-type E-State: >Be<-2	2D
ElectrotopologicalStateAtomType	maxsBH2	Maximum atom-type E-State: -BH2	2D
ElectrotopologicalStateAtomType	maxssBH	Maximum atom-type E-State: -BH-	2D
ElectrotopologicalStateAtomType	maxsssB	Maximum atom-type E-State: -B<	2D
ElectrotopologicalStateAtomType	maxssssBm	Maximum atom-type E-State: >B<-	2D
ElectrotopologicalStateAtomType	maxsCH3	Maximum atom-type E-State: -CH3	2D
ElectrotopologicalStateAtomType	maxdCH2	Maximum atom-type E-State: =CH2	2D
ElectrotopologicalStateAtomType	maxssCH2	Maximum atom-type E-State: -CH2-	2D
ElectrotopologicalStateAtomType	maxtCH	Maximum atom-type E-State: #CH	2D
ElectrotopologicalStateAtomType	maxdsCH	Maximum atom-type E-State: =CH-	2D
ElectrotopologicalStateAtomType	maxaaCH	Maximum atom-type E-State: :CH:	2D
ElectrotopologicalStateAtomType	maxsssCH	Maximum atom-type E-State: >CH-	2D
ElectrotopologicalStateAtomType	maxddC	Maximum atom-type E-State: =C=	2D
ElectrotopologicalStateAtomType	maxtsC	Maximum atom-type E-State: #C-	2D
ElectrotopologicalStateAtomType	maxdssC	Maximum atom-type E-State: =C<	2D
ElectrotopologicalStateAtomType	maxaasC	Maximum atom-type E-State: :C:-	2D
ElectrotopologicalStateAtomType	maxaaaC	Maximum atom-type E-State: ::C:	2D
ElectrotopologicalStateAtomType	maxssssC	Maximum atom-type E-State: >C<	2D
ElectrotopologicalStateAtomType	maxsNH3p	Maximum atom-type E-State: -NH3+	2D
ElectrotopologicalStateAtomType	maxsNH2	Maximum atom-type E-State: -NH2	2D
ElectrotopologicalStateAtomType	maxssNH2p	Maximum atom-type E-State: -NH2-+	2D
ElectrotopologicalStateAtomType	maxdNH	Maximum atom-type E-State: =NH	2D
ElectrotopologicalStateAtomType	maxssNH	Maximum atom-type E-State: -NH-	2D
ElectrotopologicalStateAtomType	maxaaNH	Maximum atom-type E-State: :NH:	2D
ElectrotopologicalStateAtomType	maxtN	Maximum atom-type E-State: #N	2D
ElectrotopologicalStateAtomType	maxsssNHp	Maximum atom-type E-State: >NH-+	2D
ElectrotopologicalStateAtomType	maxdsN	Maximum atom-type E-State: =N-	2D
ElectrotopologicalStateAtomType	maxaaN	Maximum atom-type E-State: :N:	2D
ElectrotopologicalStateAtomType	maxsssN	Maximum atom-type E-State: >N-	2D
ElectrotopologicalStateAtomType	maxddsN	Maximum atom-type E-State: -N<<	2D
ElectrotopologicalStateAtomType	maxaasN	Maximum atom-type E-State: :N:-	2D
ElectrotopologicalStateAtomType	maxssssNp	Maximum atom-type E-State: >N<+	2D
ElectrotopologicalStateAtomType	maxsOH	Maximum atom-type E-State: -OH	2D
ElectrotopologicalStateAtomType	maxdO	Maximum atom-type E-State: =O	2D
ElectrotopologicalStateAtomType	maxssO	Maximum atom-type E-State: -O-	2D
ElectrotopologicalStateAtomType	maxaaO	Maximum atom-type E-State: :O:	2D
ElectrotopologicalStateAtomType	maxaOm	Maximum atom-type E-State: :O-0.5	2D
ElectrotopologicalStateAtomType	maxsOm	Maximum atom-type E-State: -O-	2D
ElectrotopologicalStateAtomType	maxsF	Maximum atom-type E-State: -F	2D
ElectrotopologicalStateAtomType	maxsSiH3	Maximum atom-type E-State: -SiH3	2D
ElectrotopologicalStateAtomType	maxssSiH2	Maximum atom-type E-State: -SiH2-	2D
ElectrotopologicalStateAtomType	maxsssSiH	Maximum atom-type E-State: >SiH-	2D
ElectrotopologicalStateAtomType	maxssssSi	Maximum atom-type E-State: >Si<	2D
ElectrotopologicalStateAtomType	maxsPH2	Maximum atom-type E-State: -PH2	2D
ElectrotopologicalStateAtomType	maxssPH	Maximum atom-type E-State: -PH-	2D
ElectrotopologicalStateAtomType	maxsssP	Maximum atom-type E-State: >P-	2D
ElectrotopologicalStateAtomType	maxdsssP	Maximum atom-type E-State: ->P=	2D
ElectrotopologicalStateAtomType	maxddsP	Maximum atom-type E-State: -=P=	2D
ElectrotopologicalStateAtomType	maxsssssP	Maximum atom-type E-State: ->P<	2D
ElectrotopologicalStateAtomType	maxsSH	Maximum atom-type E-State: -SH	2D
ElectrotopologicalStateAtomType	maxdS	Maximum atom-type E-State: =S	2D
ElectrotopologicalStateAtomType	maxssS	Maximum atom-type E-State: -S-	2D
ElectrotopologicalStateAtomType	maxaaS	Maximum atom-type E-State: aSa	2D
ElectrotopologicalStateAtomType	maxdssS	Maximum atom-type E-State: >S=	2D
ElectrotopologicalStateAtomType	maxddssS	Maximum atom-type E-State: >S==	2D
ElectrotopologicalStateAtomType	maxssssssS	Maximum atom-type E-State: >S<<	2D
ElectrotopologicalStateAtomType	maxSm	Maximum atom-type E-State: -S-	2D
ElectrotopologicalStateAtomType	maxsCl	Maximum atom-type E-State: -Cl	2D
ElectrotopologicalStateAtomType	maxsGeH3	Maximum atom-type E-State: -GeH3	2D
ElectrotopologicalStateAtomType	maxssGeH2	Maximum atom-type E-State: -GeH2-	2D
ElectrotopologicalStateAtomType	maxsssGeH	Maximum atom-type E-State: >GeH-	2D
ElectrotopologicalStateAtomType	maxssssGe	Maximum atom-type E-State: >Ge<	2D
ElectrotopologicalStateAtomType	maxsAsH2	Maximum atom-type E-State: -AsH2	2D
ElectrotopologicalStateAtomType	maxssAsH	Maximum atom-type E-State: -AsH-	2D
ElectrotopologicalStateAtomType	maxsssAs	Maximum atom-type E-State: >As-	2D
ElectrotopologicalStateAtomType	maxdsssAs	Maximum atom-type E-State: ->As=	2D
ElectrotopologicalStateAtomType	maxddsAs	Maximum atom-type E-State: -=As=	2D
ElectrotopologicalStateAtomType	maxsssssAs	Maximum atom-type E-State: ->As<	2D
ElectrotopologicalStateAtomType	maxsSeH	Maximum atom-type E-State: -SeH	2D
ElectrotopologicalStateAtomType	maxdSe	Maximum atom-type E-State: =Se	2D
ElectrotopologicalStateAtomType	maxssSe	Maximum atom-type E-State: -Se-	2D
ElectrotopologicalStateAtomType	maxaaSe	Maximum atom-type E-State: aSea	2D
ElectrotopologicalStateAtomType	maxdssSe	Maximum atom-type E-State: >Se=	2D
ElectrotopologicalStateAtomType	maxssssssSe	Maximum atom-type E-State: >Se<<	2D
ElectrotopologicalStateAtomType	maxddssSe	Maximum atom-type E-State: -=Se=-	2D
ElectrotopologicalStateAtomType	maxsBr	Maximum atom-type E-State: -Br	2D
ElectrotopologicalStateAtomType	maxsSnH3	Maximum atom-type E-State: -SnH3	2D
ElectrotopologicalStateAtomType	maxssSnH2	Maximum atom-type E-State: -SnH2-	2D
ElectrotopologicalStateAtomType	maxsssSnH	Maximum atom-type E-State: >SnH-	2D
ElectrotopologicalStateAtomType	maxssssSn	Maximum atom-type E-State: >Sn<	2D
ElectrotopologicalStateAtomType	maxsI	Maximum atom-type E-State: -I	2D
ElectrotopologicalStateAtomType	maxsPbH3	Maximum atom-type E-State: -PbH3	2D
ElectrotopologicalStateAtomType	maxssPbH2	Maximum atom-type E-State: -PbH2-	2D
ElectrotopologicalStateAtomType	maxsssPbH	Maximum atom-type E-State: >PbH-	2D
ElectrotopologicalStateAtomType	maxssssPb	Maximum atom-type E-State: >Pb<	2D
ElectrotopologicalStateAtomType	sumI	Sum of the intrinsic state values I	2D
ElectrotopologicalStateAtomType	meanI	Mean intrinsic state values I	2D
ElectrotopologicalStateAtomType	hmax	Maximum H E-State	2D
ElectrotopologicalStateAtomType	gmax	Maximum E-State	2D
ElectrotopologicalStateAtomType	hmin	Minimum H E-State	2D
ElectrotopologicalStateAtomType	gmin	Minimum E-State	2D
ElectrotopologicalStateAtomType	LipoaffinityIndex	Lipoaffinity index	2D
ElectrotopologicalStateAtomType	MAXDN	Maximum negative intrinsic state di?fference in the molecule (related to the nucleophilicity of the molecule). Using deltaV = (Zv-maxBondedHydrogens) /(atomicNumber-Zv-1). Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.	2D
ElectrotopologicalStateAtomType	MAXDP	Maximum positive intrinsic state di?fference in the molecule (related to the electrophilicity of the molecule).  Using deltaV = (Zv-maxBondedHydrogens) /(atomicNumber-Zv-1). Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.	2D
ElectrotopologicalStateAtomType	DELS	Sum of all atoms intrinsic state differences (measure of total charge transfer in the molecule).  Using deltaV = (Zv-maxBondedHydrogens) /(atomicNumber-Zv-1). Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.	2D
ElectrotopologicalStateAtomType	MAXDN2	Maximum negative intrinsic state di?fference in the molecule (related to the nucleophilicity of the molecule). Using deltaV = Zv-maxBondedHydrogens. Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.	2D
ElectrotopologicalStateAtomType	MAXDP2	Maximum positive intrinsic state di?fference in the molecule (related to the electrophilicity of the molecule). Using deltaV = Zv-maxBondedHydrogens. Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.	2D
ElectrotopologicalStateAtomType	DELS2	Sum of all atoms intrinsic state differences (measure of total charge transfer in the molecule). Using deltaV = Zv-maxBondedHydrogens. Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.	2D
ExtendedTopochemicalAtom	ETA_Alpha	Sum of alpha values of all non-hydrogen vertices of a molecule	2D
ExtendedTopochemicalAtom	ETA_AlphaP	Sum of alpha values of all non-hydrogen vertices of a molecule relative to molecular size	2D
ExtendedTopochemicalAtom	ETA_dAlpha_A	A measure of count of non-hydrogen heteroatoms	2D
ExtendedTopochemicalAtom	ETA_dAlpha_B	A measure of count of hydrogen bond acceptor atoms and/or polar surface area	2D
ExtendedTopochemicalAtom	ETA_Epsilon_1	A measure of electronegative atom count	2D
ExtendedTopochemicalAtom	ETA_Epsilon_2	A measure of electronegative atom count	2D
ExtendedTopochemicalAtom	ETA_Epsilon_3	A measure of electronegative atom count	2D
ExtendedTopochemicalAtom	ETA_Epsilon_4	A measure of electronegative atom count	2D
ExtendedTopochemicalAtom	ETA_Epsilon_5	A measure of electronegative atom count	2D
ExtendedTopochemicalAtom	ETA_dEpsilon_A	A measure of contribution of unsaturation and electronegative atom count	2D
ExtendedTopochemicalAtom	ETA_dEpsilon_B	A measure of contribution of unsaturation	2D
ExtendedTopochemicalAtom	ETA_dEpsilon_C	A measure of contribution of electronegativity	2D
ExtendedTopochemicalAtom	ETA_dEpsilon_D	A measure of contribution of hydrogen bond donor atoms	2D
ExtendedTopochemicalAtom	ETA_Psi_1	A measure of hydrogen bonding propensity of the molecules and/or polar surface area	2D
ExtendedTopochemicalAtom	ETA_dPsi_A	A measure of hydrogen bonding propensity of the molecules	2D
ExtendedTopochemicalAtom	ETA_dPsi_B	A measure of hydrogen bonding propensity of the molecules	2D
ExtendedTopochemicalAtom	ETA_Shape_P	Shape index P	2D
ExtendedTopochemicalAtom	ETA_Shape_Y	Shape index Y	2D
ExtendedTopochemicalAtom	ETA_Shape_X	Shape index X	2D
ExtendedTopochemicalAtom	ETA_Beta	A measure of electronic features of the molecule	2D
ExtendedTopochemicalAtom	ETA_BetaP	A measure of electronic features of the molecule relative to molecular size	2D
